drug name,molecular_formula,smiles,,drug class
Ozanimod,C23H24N4O3,CC(C)OC1=C(C=C(C=C1)C2=NC(=NO2)C3=C4CC[C@@H](C4=CC=C3)NCCO)C#N,,Multiple Sclerosis Agents
Eprosartan,C23H24N2O4S,CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)/C=C(\CC3=CC=CS3)/C(=O)O,,Antihypertensive Agents|Angiotensin II Receptor Antagonists
Pralatrexate,C23H23N7O5,C#CCC(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,,Antineoplastic Agents
Suvorexant,C23H23ClN6O2,C[C@@H]1CCN(CCN1C(=O)C2=C(C=CC(=C2)C)N3N=CC=N3)C4=NC5=C(O4)C=CC(=C5)Cl,,Sedatives and Hypnotics
Betrixaban,C23H22ClN5O3,CN(C)C(=N)C1=CC=C(C=C1)C(=O)NC2=C(C=C(C=C2)OC)C(=O)NC3=NC=C(C=C3)Cl,,Antithrombotic Agents|Anticoagulants
Aprepitant,C23H21F7N4O3,C[C@H](C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)O[C@@H]2[C@@H](N(CCO2)CC3=NNC(=O)N3)C4=CC=C(C=C4)F,,Gastrointestinal Agents|Antiemetic Agents
Dabrafenib,C23H20F3N5O2S2,CC(C)(C)C1=NC(=C(S1)C2=NC(=NC=C2)N)C3=C(C(=CC=C3)NS(=O)(=O)C4=C(C=CC=C4F)F)F,,Antineoplastic Agents|Protein Kinase Inhibitors|Trametinib
Vemurafenib,C23H18ClF2N3O3S,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)C4=CC=C(C=C4)Cl)F,,Antineoplastic Agents|Protein Kinase Inhibitors
Perampanel,C23H15N3O,C1=CC=C(C=C1)N2C=C(C=C(C2=O)C3=CC=CC=C3C#N)C4=CC=CC=N4,,Anticonvulsants
Amikacin,C22H43N5O13,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,,Aminoglycosides
Oxybutynin,C22H31NO3,CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O,,Anticholinergic Agents
Tolterodine,C22H31NO,CC1=CC(=C(C=C1)O)[C@H](CCN(C(C)C)C(C)C)C2=CC=CC=C2,,Anticholinergic Agents
Sildenafil,C22H30N6O4S,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,,PDE5 Inhibitors
Sofosbuvir,C22H29FN3O9P,C[C@@H](C(=O)OC(C)C)N[P@](=O)(OC[C@@H]1[C@H]([C@@]([C@@H](O1)N2C=CC(=O)NC2=O)(C)F)O)OC3=CC=CC=C3,,Antiviral Agents|Hepatitis C Agents
Delavirdine,C22H28N6O3S,CC(C)NC1=C(N=CC=C1)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)NS(=O)(=O)C,,Antiviral Agents
Rosuvastatin,C22H28FN3O6S,CC(C)C1=NC(=NC(=C1/C=C/[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C,,Antilipemic Agents
Sunitinib,C22H27FN4O2,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C,,Antineoplastic Agents|Protein Kinase Inhibitors
Cyproterone,C22H27ClO3,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C=C(C4=CC(=O)[C@@H]5C[C@@H]5[C@]34C)Cl)C)O,,Antineoplastic Agents|Antiandrogens
Diltiazem,C22H26N2O4S,CC(=O)O[C@@H]1[C@@H](SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC,,"Cardiovascular Agents,|Antihypertensive Agents|Calcium Channel Blockers"
Fluphenazine,C22H26F3N3OS,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,,Antipsychotic Agents
Dasatinib,C22H26ClN7O2S,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,,Antineoplastic Agents|Protein Kinase Inhibitors
Colchicine,C22H25NO6,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,,Antigout Agents
Ertapenem,C22H25N3O7S,C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)[C@@H](C)O,,Antiinfective Agents|Carbapenems
Nebivolol,C22H25F2NO4,C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O,,Beta-Adrenergic Receptor Antagonists
Doxycycline,C22H24N2O8,C[C@@H]1[C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,,Antiinfective Agents|Tetracyclines
Apremilast,C22H24N2O7S,CCOC1=C(C=CC(=C1)[C@@H](CS(=O)(=O)C)N2C(=O)C3=C(C2=O)C(=CC=C3)NC(=O)C)OC,,"Dermatologic Agents,|Psoriasis Agents"
Acrivastine,C22H24N2O2,CC1=CC=C(C=C1)/C(=C\CN2CCCC2)/C3=CC=CC(=N3)/C=C/C(=O)O,,Antihistamines
Gefitinib,C22H24ClFN4O3,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,,Antineoplastic Agents|Protein Kinase Inhibitors
Vandetanib,C22H24BrFN4O2,CN1CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=C(C=C4)Br)F)OC,,Antineoplastic Agents|Protein Kinase Inhibitors
Erlotinib,C22H23N3O4,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,,Antineoplastic Agents|Protein Kinase Inhibitors
Losartan,C22H23ClN6O,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl,,Antihypertensive Agents|Angiotensin II Receptor Antagonists
Futibatinib,C22H22N6O3,COC1=CC(=CC(=C1)C#CC2=NN(C3=NC=NC(=C23)N)[C@H]4CCN(C4)C(=O)C=C)OC,,Antineoplastic Agents|Protein Kinase Inhibitors
Ambrisentan,C22H22N2O4,CC1=CC(=NC(=N1)O[C@H](C(=O)O)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC)C,,Pulmonary Arterial Hypertension Agents
Lemborexant,C22H20F2N4O2,CC1=NC(=NC=C1OC[C@]2(C[C@H]2C(=O)NC3=NC=C(C=C3)F)C4=CC(=CC=C4)F)C,,Sedatives and Hypnotics
Bisacodyl,C22H19NO4,CC(=O)OC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC(=O)C)C3=CC=CC=N3,,Gastrointestinal Agents
Tadalafil,C22H19N3O4,CN1CC(=O)N2[C@@H](C1=O)CC3=C([C@H]2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36,,PDE5 Inhibitors
Atovaquone,C22H19ClO3,C1CC(CCC1C2=CC=C(C=C2)Cl)C3=C(C4=CC=CC=C4C(=O)C3=O)O,,Antimalarial Agents|Proguanil
Rilpivirine,C22H18N6,CC1=CC(=CC(=C1NC2=NC(=NC=C2)NC3=CC=C(C=C3)C#N)C)/C=C/C#N,,Antiviral Agents
Axitinib,C22H18N4OS,CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)/C=C/C4=CC=CC=N4,,Antineoplastic Agents|Protein Kinase Inhibitors
Idelalisib,C22H18FN7O,CC[C@@H](C1=NC2=C(C(=CC=C2)F)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5,,Antineoplastic Agents|Protein Kinase Inhibitors
Duvelisib,C22H17ClN6O,C[C@@H](C1=CC2=C(C(=CC=C2)Cl)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5,,Antineoplastic Agents|Protein Kinase Inhibitors
Clotrimazole,C22H17ClN2,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,,Antifungal Agents
Tirzepatide,C225H348N48O68,CC[C@H](C)[C@@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CC[C@H](C(=O)O)NC(=O)CCCCCCCCCCCCCCCCCCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC2=CNC3=CC=CC=C32)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](C)C(=O)NCC(=O)NCC(=O)N4CCC[C@H]4C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N5CCC[C@H]5C(=O)N6CCC[C@H]6C(=O)N7CCC[C@H]7C(=O)N[C@@H](CO)C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)C(C)(C)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](CO)NC(=O)[C@H](CC8=CC=C(C=C8)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC9=CC=CC=C9)NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)C(C)(C)NC(=O)[C@H](CC1=CC=C(C=C1)O)N,,Antidiabetic Agents
Tesamorelin,C221H366N72O67S,CC/C=C/CC(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC3=CC=C(C=C3)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N,,Hormonal Agents
Miltefosine,C21H46NO4P,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,,Antiinfective Agents
Gentamicin,C21H43N5O7,CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC,,Aminoglycosides
Streptomycin,C21H39N7O12,C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)N=C(N)N)O)N=C(N)N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)NC)(C=O)O,,Antituberculosis Agents|Aminoglycosides
Brexanolone,C21H34O2,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@H](C4)O)C)C,,Antidepressant Agents
Cariprazine,C21H32Cl2N4O,CN(C)C(=O)NC1CCC(CC1)CCN2CCN(CC2)C3=C(C(=CC=C3)Cl)Cl,,Antipsychotic Agents
Buspirone,C21H31N5O2,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,,Sedatives and Hypnotics
Lisinopril,C21H31N3O5,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,,Antihypertensive Agents|Angiotensin-Converting Enzyme Inhibitors
Cannabidiol,C21H30O2,CCCCCC1=CC(=C(C(=C1)O)[C@@H]2C=C(CC[C@H]2C(=C)C)C)O,,Anticonvulsants|Marijuana
Dronabinol,C21H30O2,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,,Gastrointestinal Agents|Antiemetics
Butorphanol,C21H29NO2,C1CC[C@]2([C@H]3CC4=C([C@]2(C1)CCN3CC5CCC5)C=C(C=C4)O)O,,Opioids
Biperiden,C21H29NO,C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O,,Antiparkinson Agents
Disopyramide,C21H29N3O,CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C,,Antiarrhythmic Agents
Trimethobenzamide,C21H28N2O5,CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C(=C2)OC)OC)OC,,Gastrointestinal Agents|Antiemetics
Propafenone,C21H27NO3,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O,,Antiarrhythmic Agents
Methadone,C21H27NO,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,,Opioids
Hydroxyzine,C21H27ClN2O2,C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,,Antihistamines
Acitretin,C21H26O3,CC1=CC(=C(C(=C1/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C)C)C)OC,,Dermatologic Agents;|Vitamins
Mepenzolate,C21H26NO3+,C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C,,Anticholinergic Agents
Thioridazine,C21H26N2S2,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC,,Antipsychotic Agents
Nimodipine,C21H26N2O7,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC,,"Cardiovascular Agents,|Calcium Channel Blockers"
Yohimbine,C21H26N2O3,COC(=O)[C@H]1[C@H](CC[C@@H]2[C@@H]1C[C@H]3C4=C(CCN3C2)C5=CC=CC=C5N4)O,,Herbal and Dietary Supplements
Clemastine,C21H26ClNO,C[C@@](C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCC[C@H]3CCCN3C,,Antihistamines
Perphenazine,C21H26ClN3OS,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,,Antipsychotic Agents
Nalmefene,C21H25NO3,C=C1CC[C@]2([C@H]3CC4=C5[C@]2([C@H]1OC5=C(C=C4)O)CCN3CC6CC6)O,,Opioid Antagonists; see also|Substance Abuse Treatment Agents
Benztropine,C21H25NO,CN1[C@@H]2CC[C@H]1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4,,Antiparkinson Agents|Anticholinergic Agents
Quetiapine,C21H25N3O2S,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,,Antipsychotic Agents
Terbinafine,C21H25N,CC(C)(C)C#C/C=C/CN(C)CC1=CC=CC2=CC=CC=C21,,Antifungal Agents
Mirabegron,C21H24N4O2S,C1=CC=C(C=C1)[C@H](CNCCC2=CC=C(C=C2)NC(=O)CC3=CSC(=N3)N)O,,"Urologic Agents, Overactive Bladder Syndrome Agents"
Moxifloxacin,C21H24FN3O4,COC1=C2C(=CC(=C1N3C[C@@H]4CCCN[C@@H]4C3)F)C(=O)C(=CN2C5CC5)C(=O)O,,Antiinfective Agents
Trifluoperazine,C21H24F3N3S,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,,Antipsychotic Agents
Pazopanib,C21H23N7O2S,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N,,Antineoplastic Agents|Protein Kinase Inhibitors
Panobinostat,C21H23N3O2,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)/C=C/C(=O)NO,,Antineoplastic Agents
Haloperidol,C21H23ClFNO2,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,,Antipsychotic Agents
Flurazepam,C21H23ClFN3O,CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F,,Sedatives and Hypnotics|Benzodiazepines
Glasdegib,C21H22N6O,CN1CC[C@H](C[C@@H]1C2=NC3=CC=CC=C3N2)NC(=O)NC4=CC=C(C=C4)C#N,,Antineoplastic Agents|Protein Kinase Inhibitors
Nafcillin,C21H22N2O5S,CCOC1=C(C2=CC=CC=C2C=C1)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,,Penicillin (Penicillinase-Resistant)
Larotrectinib,C21H22F2N6O2,C1C[C@@H](N(C1)C2=NC3=C(C=NN3C=C2)NC(=O)N4CC[C@@H](C4)O)C5=C(C=CC(=C5)F)F,,Antineoplastic Agents|Protein Kinase Inhibitors
Crizotinib,C21H22Cl2FN5O,C[C@H](C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N,,Antineoplastic Agents|Protein Kinase Inhibitors
Cyproheptadine,C21H21N,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1,,Antihistamines
Cobimetinib,C21H21F3IN3O2,C1CCN[C@@H](C1)C2(CN(C2)C(=O)C3=C(C(=C(C=C3)F)F)NC4=C(C=C(C=C4)I)F)O,,Antineoplastic Agents|Protein Kinase Inhibitors
Ziprasidone,C21H21ClN4OS,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54,,Antipsychotic Agents
Demeclocycline,C21H21ClN2O8,CN(C)[C@H]1[C@@H]2C[C@@H]3[C@@H](C4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O,,Antiinfective Agents|Tetracyclines
Lorlatinib,C21H19FN6O2,C[C@@H]1C2=C(C=CC(=C2)F)C(=O)N(CC3=NN(C(=C3C4=CC(=C(N=C4)N)O1)C#N)C)C,,Antineoplastic Agents|Protein Kinase Inhibitors
Lenvatinib,C21H19ClN4O4,COC1=CC2=NC=CC(=C2C=C1C(=O)N)OC3=CC(=C(C=C3)NC(=O)NC4CC4)Cl,,Antineoplastic Agents|Protein Kinase Inhibitors
Bictegravir,C21H18F3N3O5,C1C[C@@H]2C[C@H]1N3[C@H](O2)CN4C=C(C(=O)C(=C4C3=O)O)C(=O)NCC5=C(C=C(C=C5F)F)F,,Antiviral Agents
Enzalutamide,C21H16F4N4O2S,CC1(C(=O)N(C(=S)N1C2=CC(=C(C=C2)C(=O)NC)F)C3=CC(=C(C=C3)C#N)C(F)(F)F)C,,Antineoplastic Agents|Antiandrogens
Sorafenib,C21H16ClF3N4O3,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,,Antineoplastic Agents|Protein Kinase Inhibitors
Deferasirox,C21H15N3O4,C1=CC=C(C(=C1)C2=NN(C(=N2)C3=CC=CC=C3O)C4=CC=C(C=C4)C(=O)O)O,,Hematological Agents;|Chelating Agents
Apalutamide,C21H15F4N5O2S,CNC(=O)C1=C(C=C(C=C1)N2C(=S)N(C(=O)C23CCC3)C4=CC(=C(N=C4)C#N)C(F)(F)F)F,,Antineoplastic Agents|Antiandrogens
Regorafenib,C21H15ClF4N4O3,CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F,,Antineoplastic Agents|Protein Kinase Inhibitors
Lixisenatide,C215H347N61O65S,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)N)C(=O)NCC(=O)NCC(=O)N3CCC[C@H]3C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N4CCC[C@H]4C(=O)N5CCC[C@H]5C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N)NC(=O)[C@H](CC6=CC=CC=C6)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC7=CC=CC=C7)NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@H](CC8=CNC=N8)N,,Antidiabetic Agents
Docusate,C20H38O7S,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,,"Gastrointestinal Agents, Cathartics and Laxatives"
Lubiprostone,C20H32F2O5,CCCCC([C@]1(CC[C@H]2[C@H](O1)CC(=O)[C@@H]2CCCCCCC(=O)O)O)(F)F,,Gastrointestinal Agents
Comfrey,C20H31NO7,C/C=C(\C)/C(=O)OC1CC[N+]2(C1C(=CC2)COC(=O)C(C(C)C)(C(C)O)O)[O-],,Herbal and Dietary Supplements
Trihexyphenidyl,C20H31NO,C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O,,Antiparkinson Agents
VitaminA,C20H30O,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C,,Vitamins
Ipratropium,C20H30NO3+,CC(C)[N+]1([C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C,,Anticholinergic Agents
Isotretinoin,C20H28O2,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C(=O)O)/C)/C,,Dermatologic Agents;|Vitamins
Tamsulosin,C20H28N2O5S,CCOC1=CC=CC=C1OCCN[C@H](C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N,,Benign Prostatic Hypertrophy Agents
Enalapril,C20H28N2O5,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O,,Antihypertensive Agents|Angiotensin-Converting Enzyme Inhibitors
Cilostazol,C20H27N5O2,C1CCC(CC1)N2C(=NN=N2)CCCCOC3=CC4=C(C=C3)NC(=O)CC4,,"Cardiovascular Drugs, Intermittent Claudication Agents"
Trimipramine,C20H26N2,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C,,Antidepressant Agents
Tiagabine,C20H25NO2S2,CC1=C(SC=C1)C(=CCCN2CCC[C@H](C2)C(=O)O)C3=C(C=CS3)C,,Anticonvulsants
Amlodipine,C20H25ClN2O5,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN,,"Cardiovascular Agents,|Calcium Channel Blockers"
Exemestane,C20H24O2,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC(=C)C4=CC(=O)C=C[C@]34C,,Antineoplastic Agents|Aromatase Inhibitors
Istradefylline,C20H24N4O4,CCN1C2=C(C(=O)N(C1=O)CC)N(C(=N2)/C=C/C3=CC(=C(C=C3)OC)OC)C,,Parkinson Disease Agents
Nisoldipine,C20H24N2O6,CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,,"Cardiovascular Agents,|Calcium Channel Blockers"
Quinidine,C20H24N2O2,COC1=CC2=C(C=CN=C2C=C1)[C@@H]([C@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,,Antiarrhythmic Agents
Quinine,C20H24N2O2,COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,,Antimalarial Agents
Prochlorperazine,C20H24ClN3S,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,,Gastrointestinal Agents;|Antipsychotic Agents
Naltrexone,C20H23NO4,C1CC1CN2CC[C@]34[C@@H]5C(=O)CC[C@]3([C@H]2CC6=C4C(=C(C=C6)O)O5)O,,Substance Abuse Treatment Agents
Amitriptyline,C20H23N,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,,Antidepressant Agents
Methotrexate,C20H22N8O5,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,,Antineoplastic Agents|Antirheumatic Agents|Gastrointestinal Agents
Amodiaquine,C20H22ClN3O,CCN(CC)CC1=C(C=CC(=C1)NC2=C3C=CC(=CC3=NC=C2)Cl)O,,Antimalarial Agents
Pemetrexed,C20H21N5O6,C1=CC(=CC=C1CCC2=CNC3=C2C(=O)NC(=N3)N)C(=O)N[C@@H](CCC(=O)O)C(=O)O,,Antineoplastic Agents
Defibrotide,C20H21N4O6P,CC(C)C1=C(C=C(C(=C1)C2=NNC(=O)N2C3=CC4=C(C=C3)N(C=C4)C)O)OP(=O)(O)O,,Antithrombotic Agents
Cyclobenzaprine,C20H21N,CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31,,Muscle Relaxants
Raltegravir,C20H21FN6O5,CC1=NN=C(O1)C(=O)NC(C)(C)C2=NC(=C(C(=O)N2C)O)C(=O)NCC3=CC=C(C=C3)F,,Antiviral Agents
Flibanserin,C20H21F3N4O,C1CN(CCN1CCN2C3=CC=CC=C3NC2=O)C4=CC=CC(=C4)C(F)(F)F,,Antidepressant Agents
Fenofibrate,C20H21ClO4,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,,Antilipemic Agents|Fibrates
