drug name,drug class
Almotriptan,Breast Feeding|Lactation|Serotonin Receptor Agonists|Serotonin 5-HT1 Receptor Agonists|Triptans|Vasoconstrictor Agents
Naratriptan,Breast Feeding|Lactation|Serotonin Receptor Agonists|Serotonin 5-HT1 Receptor Agonists|Triptans|Vasoconstrictor Agents
Frovatriptan,Breast Feeding|Lactation|Serotonin Receptor Agonists|Serotonin 5-HT1 Receptor Agonists|Triptans|Vasoconstrictor Agents
Rizatriptan,Breast Feeding|Lactation|Serotonin Receptor Agonists|Serotonin 5-HT1 Receptor Agonists|Triptans|Vasoconstrictor Agents
Zolmitriptan,Breast Feeding|Lactation|Serotonin Receptor Agonists|Serotonin 5-HT1 Receptor Agonists|Triptans|Vasoconstrictor Agents
Cefuroxime,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents|Antibacterial Agents|Cephalosporins"
Caffeine,"Breast Feeding|Lactation|Milk, Human|Central Nervous System Stimulants|Phosphodiesterase Inhibitors|Purinergic P1 Receptor Antagonists|Xanthines"
Iron Sucrose,Breast Feeding|Lactation|Ferric Compounds|Hematinics|Iron Compounds
Alcohol,Breast Feeding|Lactation|Central Nervous System Depressants
Duloxetine,"Breast Feeding|Lactation|Milk, Human|Antidepressive Agents|Adrenergic Uptake Inhibitors|Serotonin Uptake Inhibitors"
Atropine,Breast Feeding|Lactation|Antiarrhythmics|Bronchodilator Agents|Mydriatics|Parasympatholytics|Muscarinic Antagonists
Antipyrine,"Breast Feeding|Lactation|Anti-Inflammatory Agents, Non-Steroidal"
Artesunate,Breast Feeding|Lactation|Anti-infective Agents|Antiparasitic Agents|Antimalarials|Antiprotozoal Agents
Balsalazide,"Breast Feeding|Lactation|Anti-Inflammatory Agents, Non-Steroidal|Gastrointestinal Agents"
Celecoxib,Breast Feeding|Lactation|Analgesic Agents|Nonsteroidal Antiinflammatory Agents
Iodine,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents, Local|Antibacterial Agents"
Atovaquone and Proguanil,Breast Feeding|Lactation|Anti-infective Agents|Antiparasitic Agents|Antimalarials|Antiprotozoal Agents
Meprobamate,"Breast Feeding|Lactation|Milk, Human|Anti-Anxiety Agents|Hypnotics and Sedatives|Muscle Relaxants, Central"
Glycopyrrolate,"Breast Feeding|Lactation|Milk, Human|Adjuvants, Anesthesia|Bronchodilator Agents|Muscarinic Antagonists|Parasympatholytics"
Butalbital,"Breast Feeding|Lactation|Milk, Human|Barbiturates|GABA Modulators|Hypnotics and Sedatives"
Albuterol,"Breast Feeding|Lactation|Milk, Human|Anti-Asthmatic Agents|Bronchodilator Agents|Beta Adrenergic Agonists"
Cephalexin,Breast Feeding|Lactation|Anti-Infective Agents|Antibacterial Agents|Cephalosporins
Montelukast,Breast Feeding|Lactation|Anti-Asthmatic Agents|Leukotriene Antagonists
Oxytocin,"Breast Feeding|Lactation|Milk, Human|Oxytocics|Pituitary Hormones, Posterior"
Paliperidone,"Breast Feeding|Lactation|Milk, Human|Antipsychotic Agents"
Oseltamivir,Breast Feeding|Lactation|Anti-Infective Agents|Antiviral Agents|Neuraminidase Inhibitors
Chloramphenicol,Breast Feeding|Lactation|Anti-Infective Agents|Antibacterial Agents
Pegvisomant,"Breast Feeding|Lactation|Milk, Human|Human Growth Hormone Analogues and Derivatives|Growth Hormone Receptor Antagonists"
Somatropin,Breast Feeding|Lactation|Galactogogues|Human Growth Hormone
Somatrem,Breast Feeding|Lactation|Human Growth Hormone
Isoflurane,"Breast Feeding|Lactation|Anesthetics, Inhalation"
Desflurane,"Breast Feeding|Lactation|Anesthetics, Inhalation"
Nitrous Oxide,"Breast Feeding|Lactation|Milk, Human|Anesthetics, Inhalation"
Halothane,"Breast Feeding|Lactation|Anesthetics, Inhalation"
Enflurane,"Breast Feeding|Lactation|Anesthetics, Inhalation"
Sevoflurane,"Breast Feeding|Lactation|Anesthetics, Inhalation"
Ropivacaine,"Breast Feeding|Lactation|Anesthetics, Local"
Zoster Vaccines,"Breast Feeding|Lactation|Milk, Human|Vaccines"
Acenocoumarol,Breast Feeding|Lactation|Anticoagulants
Cetirizine,"Breast Feeding|Lactation|Milk, Human|Antihistamines"
Aspartame,Breast Feeding|Lactation|Artificial Sweeteners|Sweetening Agents
Etonogestrel,"Breast Feeding|Lactation|Milk, Human|Contraceptive Agents, Female"
Carteolol,Breast Feeding|Lactation|Adrenergic Beta-Antagonists|Antiglaucoma Agents
Sucralose,"Breast Feeding|Lactation|Milk, Human|Artificial Sweeteners|Sweetening Agents"
Saccharin,"Breast Feeding|Lactation|Milk, Human|Artificial Sweeteners|Sweetening Agents"
Guanfacine,"Breast Feeding|Lactation|Milk, Human|Antihypertensive Agents|Adrenergic alpha-2 Receptor Agonists"
Acesulfame,"Breast Feeding|Lactation|Milk, Human|Artificial Sweeteners|Sweetening Agents"
Emedastine,Breast Feeding|Lactation|Antihistamines
Clomiphene,"Breast Feeding|Lactation|Estrogen Antagonists|Fertility Agents|Female, Selective Estrogen Receptor Modulators"
Dipyrone,Breast Feeding|Lactation|Analgesic Agents|Nonsteroidal Antiinflammatory Agents
Ketotifen,Breast Feeding|Lactation|Anti-Allergic Agents|Antihistamines|Antipruritic
Phenprocoumon,Breast Feeding|Lactation|Anticoagulants
Chlorpheniramine,Breast Feeding|Lactation|Antihistamines
Saquinavir,Breast Feeding|Lactation|Anti-Infective Agents|Anti-HIV Agents|Antiviral Agents|Anti-Retroviral Agents|HIV Protease Inhibitors
Stavudine,Breast Feeding|Lactation|Anti-Infective Agents|Anti-HIV Agents|Antiviral Agents|Anti-Retroviral Agents|Reverse Transcriptase Inhibitors
Efavirenz,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents|Anti-HIV Agents|Antiviral Agents|Anti-Retroviral Agents|Reverse Transcriptase Inhibitors"
Nevirapine,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents|Anti-HIV Agents|Antiviral Agents|Anti-Retroviral Agents|Reverse Transcriptase Inhibitors"
Lamivudine,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents|Anti-HIV Agents|Antiviral Agents|Anti-Retroviral Agents|Reverse Transcriptase Inhibitors"
Nelfinavir,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents|Anti-HIV Agents|Antiviral Agents|Anti-Retroviral Agents|HIV Protease Inhibitors"
Indinavir,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents|Anti-HIV Agents|Antiviral Agents|Anti-Retroviral Agents|HIV Protease Inhibitors"
Zidovudine,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents|Anti-HIV Agents|Antiviral Agents|Anti-Retroviral Agents|Reverse Transcriptase Inhibitors"
Chlorpromazine,"Breast Feeding|Lactation|Milk, Human|Antipsychotic Agents|Phenothiazines"
Ritonavir,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents|Anti-HIV Agents|Antiviral Agents|Anti-Retroviral Agents|HIV Protease Inhibitors"
Darunavir,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents|Anti-HIV Agents|Antiviral Agents|Anti-Retroviral Agents|HIV Protease Inhibitors"
Didanosine,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents|Anti-HIV Agents|Antiviral Agents|Anti-Retroviral Agents|Reverse Transcriptase Inhibitors"
Delavirdine,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents|Anti-HIV Agents|Antiviral Agents|Anti-Retroviral Agents|Reverse Transcriptase Inhibitors"
Atazanavir,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents|Anti-HIV Agents|Antiviral Agents|Anti-Retroviral Agents|HIV Protease Inhibitors"
Etravirine,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents|Antiviral Agents|Anti-HIV Agents|Anti-Retroviral Agents|Reverse Transcriptase Inhibitors"
Abacavir,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents|Anti-HIV Agents|Antiviral Agents|Anti-Retroviral Agents|Reverse Transcriptase Inhibitors"
Emtricitabine,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents|Anti-HIV Agents|Antiviral Agents|Anti-Retroviral Agents|Reverse Transcriptase Inhibitors"
Tenofovir,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents|Anti-HIV Agents|Antiviral Agents|Anti-Retroviral Agents|Reverse Transcriptase Inhibitors"
Lopinavir,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents|Anti-HIV Agents|Antiviral Agents|Anti-Retroviral Agents|HIV Protease Inhibitors"
Tipranavir,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents|Anti-HIV Agents|Antiviral Agents|Anti-Retroviral Agents|HIV Protease Inhibitors"
Fosamprenavir,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents|Anti-HIV Agents|Antiviral Agents|Anti-Retroviral Agents|HIV Protease Inhibitors"
Raltegravir,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents|Anti-HIV Agents|Antiviral Agents|Anti-Retroviral Agents|HIV Integrase Inhibitors"
Maraviroc,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents|Anti-HIV Agents|Antiviral Agents|Anti-Retroviral Agents|HIV Fusion Inhibitors"
Chromium Cr 51 Edetate,Breast Feeding|Lactation|Radiopharmaceuticals|Chromium Radioisotopes|Diagnostic Agents
Gallium Citrate Ga 67,Breast Feeding|Lactation|Radiopharmaceuticals|Gallium Radioisotopes|Diagnostic Agents
Sodium Iodide I 123,"Breast Feeding|Lactation|Milk, Human|Radiopharmaceuticals|Iodine Radioisotopes|Diagnostic Agents"
Iodohippurate Sodium I 123,Breast Feeding|Lactation|Radiopharmaceuticals|Iodine Radioisotopes|Diagnostic Agents
Iobenguane I 123,Breast Feeding|Lactation|Radiopharmaceuticals|Iodine Radioisotopes|Diagnostic Agents
Iodohippurate Sodium I 125,Breast Feeding|Lactation|Radiopharmaceuticals|Iodine Radioisotopes|Diagnostic Agents
Chlorthalidone,Breast Feeding|Lactation|Antihypertensive Agents|Thiazide Diuretics
Sodium Iodide I 131,"Breast Feeding|Lactation|Milk, Human|Radiopharmaceuticals|Iodine Radioisotopes"
Iodohippurate Sodium I 131,Breast Feeding|Lactation|Radiopharmaceuticals|Iodine Radioisotopes|Diagnostic Agents
Indium In 111 White Blood Cells,Breast Feeding|Lactation|Radiopharmaceuticals|Indium Radioisotopes|Diagnostic Agents
Technetium Tc 99m Tetrofosmin,Breast Feeding|Lactation|Radiopharmaceuticals|Technetium Compounds|Diagnostic Agents
Technetium Tc 99m Disofenin,Breast Feeding|Lactation|Radiopharmaceuticals|Technetium Compounds|Diagnostic Agents
Technetium Tc 99m Dimercaptosuccinic Acid,Breast Feeding|Lactation|Radiopharmaceuticals|Technetium Compounds|Diagnostic Agents
Technetium Tc 99m Pentetate,Breast Feeding|Lactation|Radiopharmaceuticals|Technetium Compounds|Diagnostic Agents
Technetium Tc 99m Ethylenedicysteine,Breast Feeding|Lactation|Radiopharmaceuticals|Technetium Compounds|Diagnostic Agents
Cholera Vaccine,Breast Feeding|Lactation|Vaccines
Oxidronic Acid 99mTc-Complex,Breast Feeding|Lactation|Radiopharmaceuticals|Technetium Compounds|Diagnostic Agents
Technetium Tc 99m Exametazime,Breast Feeding|Lactation|Radiopharmaceuticals|Technetium Compounds|Diagnostic Agents
Technetium Tc 99m Albumin Aggregated,Breast Feeding|Lactation|Radiopharmaceuticals|Technetium Compounds|Diagnostic Agents
Technetium Tc 99m Mertiatide,Breast Feeding|Lactation|Radiopharmaceuticals|Technetium Compounds|Diagnostic Agents
Technetium Tc 99m Medronate,Breast Feeding|Lactation|Radiopharmaceuticals|Technetium Compounds|Diagnostic Agents
Sodium Pertechnetate Tc 99m,Breast Feeding|Lactation|Radiopharmaceuticals|Technetium Compounds|Diagnostic Agents
Technetium Tc 99m Pyrophosphate,Breast Feeding|Lactation|Radiopharmaceuticals|Technetium Compounds|Diagnostic Agents
Technetium Tc 99m Red Blood Cells,Breast Feeding|Lactation|Radiopharmaceuticals|Technetium Compounds|Diagnostic Agents
Technetium Tc 99m Sestamibi,Breast Feeding|Lactation|Radiopharmaceuticals|Technetium Compounds|Diagnostic Agents
Technetium Tc 99m Sulfur Colloid,Breast Feeding|Lactation|Radiopharmaceuticals|Technetium Compounds|Diagnostic Agents
Ciprofloxacin,Breast Feeding|Lactation|Anti-Infective Agents|Antibacterial Agents|Quinolones|Fluoroquinolones
Technetium Tc 99m White Blood Cells,Breast Feeding|Lactation|Radiopharmaceuticals|Technetium Compounds|Diagnostic Agents
Ertapenem,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents|Antibacterial Agents|Carbapenems"
Nicotine,Breast Feeding|Lactation|Ganglionic Stimulants|Nicotinic Agonists
Cannabis,"Breast Feeding|Lactation|Milk, Human|Cannabinoids|Street Drugs"
Cocaine,"Breast Feeding|Lactation|Milk, Human|Anesthetics, Local|Dopamine Uptake Inhibitors|Street Drugs|Vasoconstrictor Agents"
Arformoterol,Breast Feeding|Lactation|Anti-Asthmatic Agents|Beta Adrenergic Agonists|Bronchodilator Agents
Capreomycin,Breast Feeding|Lactation|Anti-Infective Agents|Antibacterial Agents|Antitubercular Agents
Desvenlafaxine,"Breast Feeding|Lactation|Milk, Human|Serotonin Uptake Inhibitors|Antidepressive Agents|Antidepressive Agents, Second-Generation"
Dexlansoprazole,"Breast Feeding|Lactation|Milk, Human|Anti-Ulcer Agents|Gastrointestinal Agents|Proton Pump Inhibitors"
Amcinonide,"Breast Feeding|Lactation|Corticosteroids, Topical|Glucocorticoids|Anti-Inflammatory Agents"
Cisplatin,"Breast Feeding|Lactation|Milk, Human|Antineoplastic Agents|Platinum Compounds"
Dronabinol,"Breast Feeding|Lactation|Milk, Human|Antiemetics|Cannabinoids"
Ethionamide,Breast Feeding|Lactation|Anti-infective Agents|Antitubercular Agents
Levocetirizine,"Breast Feeding|Lactation|Milk, Human|Antihistamines"
Milnacipran,"Breast Feeding|Lactation|Milk, Human|Adrenergic Uptake Inhibitors|Antidepressive Agents|Serotonin Uptake Inhibitors"
Rifabutin,"Breast Feeding|Lactation|Milk, Human|Anti-infective Agents|Antitubercular Agents|Leprostatic Agents|Rifamycins"
Rifapentine,"Breast Feeding|Lactation|Milk, Human|Anti-infective Agents|Antitubercular Agents|Leprostatic Agents|Rifamycins"
Succinylcholine,Breast Feeding|Lactation|Muscle Relaxants|Neuromuscular Depolarizing Agents
Droperidol,Breast Feeding|Lactation|Antiemetics|Antipsychotic Agents|Butyrophenones|Dopamine Antagonists|Gastrointestinal Agents
Daptomycin,"Breast Feeding|Lactation|Anti-Infective Agents|Antibacterial Agents|Peptides, Cyclic|Lipopeptides"
Levobupivacaine,"Breast Feeding|Lactation|Anesthetics, Local"
Clemastine,Breast Feeding|Lactation|Antihistamines
Mepivacaine,"Breast Feeding|Lactation|Anesthetics, Local"
Procaine,"Breast Feeding|Lactation|Anesthetics, Local"
Prilocaine,"Breast Feeding|Lactation|Anesthetics, Local"
Methamphetamine,"Breast Feeding|Lactation|Milk, Human|Street Drugs|Sympathomimetics|Dopamine Agents|Central Nervous System Stimulants|Adrenergic Agents|Wakefulness-Promoting Agents"
Natalizumab,"Breast Feeding|Lactation|Milk, Human|Antibodies, Monoclonal|Anti-Inflammatory Agents"
Zanamivir,Breast Feeding|Lactation|Antiviral Agents|Neuraminidase Inhibitors
Coal Tar,Breast Feeding|Lactation|Keratolytic Agents
Ibandronate,Breast Feeding|Lactation|Bisphosphonates|Bone Density Conservation Agents|Diphosphonates
Clobetasol,"Breast Feeding|Lactation|Corticosteroids, Topical|Glucocorticoids|Anti-Inflammatory Agents"
Alendronate,Breast Feeding|Lactation|Bisphosphonates|Bone Density Conservation Agents|Diphosphonates
Calcipotriene,Breast Feeding|Lactation|Dermatologic Agents
Losartan,Breast Feeding|Lactation|Antihypertensive Agents|Angiotensin II Type 1 Receptor Blockers
Candesartan,Breast Feeding|Lactation|Antihypertensive Agents|Angiotensin II Type 1 Receptor Blockers|Angiotensin Receptor Blockers|ARBs
Irbesartan,Breast Feeding|Lactation|Antihypertensive Agents|Angiotensin II Type 1 Receptor Blockers|Angiotensin Receptor Blockers|ARBs
Olmesartan,Breast Feeding|Lactation|Antihypertensive Agents|Angiotensin II Type 1 Receptor Blockers|Angiotensin Receptor Blockers|ARBs
Clonidine,"Breast Feeding|Lactation|Milk, Human|Antihypertensive Agents|Adrenergic alpha-2 Receptor Agonists"
Valsartan,Breast Feeding|Lactation|Antihypertensive Agents|Angiotensin II Type 1 Receptor Blockers|Angiotensin Receptor Blockers|ARBs
Telmisartan,"Breast Feeding|Lactation|Milk, Human|Antihypertensive Agents|Angiotensin II Type 1 Receptor Blockers|Angiotensin Receptor Blockers|ARBs"
Eprosartan,Breast Feeding|Lactation|Antihypertensive Agents|Angiotensin II Type 1 Receptor Blockers|Angiotensin Receptor Blockers|ARBs
Rotavirus Vaccines,Breast Feeding|Lactation|Vaccines|Viral Vaccines
Pyrethrins,Breast Feeding|Lactation|Anti-Infective Agents|Antiparasitic Agents|Insecticides
Ezetimibe,Breast Feeding|Lactation|Anticholesteremic Agents|Antilipemic Agents
Fenofibrate,Breast Feeding|Lactation|Anticholesteremic Agents|Antilipemic Agents|Fibric Acids
Dinoprostone,Breast Feeding|Lactation|Oxytocics|Prostaglandins
Mycophenolate,"Breast Feeding|Lactation|Milk, Human|Immunosuppressive Agents"
Cloxacillin,Breast Feeding|Lactation|Anti-Infective Agents|Antibacterial Agents|Penicillins
Sirolimus,Breast Feeding|Lactation|Immunosuppressive Agents
Dopamine,Breast Feeding|Lactation|Cardiotonic Agents|Catecholamines|Dopamine Agents|Sympathomimetics
Epinephrine,Breast Feeding|Lactation|Adrenergic Agonists|Adrenergic alpha-Agonists|Adrenergic beta-Agonists|Antiglaucoma Agents|Bronchodilator Agents|Catecholamines|Mydriatics|Sympathomimetics|Vasoconstrictor Agents
Fenoldopam,Breast Feeding|Lactation|Antihypertensive Agents|Dopamine Agents|Dopamine Agonists|Vasodilator Agents
Prazosin,Breast Feeding|Lactation|Adrenergic alpha-Antagonists|Antihypertensive Agents
Doxazosin,Breast Feeding|Lactation|Adrenergic alpha-Antagonists|Antihypertensive Agents
Terazosin,Breast Feeding|Lactation|Adrenergic alpha-Antagonists|Antihypertensive Agents
Dobutamine,Breast Feeding|Lactation|Adrenergic beta-Agonists|Cardiotonic Agents|Catecholamines|Sympathomimetics
Sitagliptin,Breast Feeding|Lactation|Hypoglycemic Agents|Incretins|Dipeptidyl-Peptidase IV Inhibitors|DPP-4 Inhibitors
Clozapine,"Breast Feeding|Lactation|Milk, Human|Antipsychotic Agents"
Pitavastatin,"Breast Feeding|Lactation|Milk, Human|Anticholesteremic Agents|Antilipemic Agents|Hydroxymethylglutaryl-CoA Reductase Inhibitors"
Golimumab,"Breast Feeding|Lactation|Milk, Human|Antirheumatic Agents|Antibodies, Monoclonal, Humanized|Tumor Necrosis Factor Inhibitors"
Certolizumab Pegol,"Breast Feeding|Lactation|Milk, Human|Antibodies, Monoclonal|Immunoglobulin Fab Fragments|Antirheumatic Agents|Gastrointestinal Agents|Tumor Necrosis Factor Inhibitors"
Echothiophate,Breast Feeding|Lactation|Cholinesterase Inhibitors|Miotics|Parasympathomimetics
Carbachol,Breast Feeding|Lactation|Miotics|Muscarinic Agonists|Parasympathomimetics
Bethanechol,Breast Feeding|Lactation|Muscarinic Agonists|Parasympathomimetics
Acetylcholine,Breast Feeding|Lactation|Miotics|Muscarinic Agonists|Parasympathomimetics
Apraclonidine,Breast Feeding|Lactation|Adrenergic alpha-2 Receptor Agonists|Antiglaucoma Agents
Homatropine,Breast Feeding|Lactation|Mydriatics|Muscarinic Antagonists|Parasympatholytics
Cyclopentolate,Breast Feeding|Lactation|Mydriatics|Muscarinic Antagonists|Parasympatholytics
Mepenzolate,Breast Feeding|Lactation|Anti-Ulcer Agents|Muscarinic Antagonists|Parasympatholytics
Propantheline,Breast Feeding|Lactation|Anti-Ulcer Agents|Muscarinic Antagonists|Parasympatholytics|Gastrointestinal Agents
Methscopolamine Bromide,Breast Feeding|Lactation|Muscarinic Antagonists|Parasympatholytics
Oxybutinyn,Breast Feeding|Lactation|Muscarinic Antagonists|Parasympatholytics
Solifenacin,Breast Feeding|Lactation|Muscarinic Antagonists|Parasympatholytics
Tolterodine,Breast Feeding|Lactation|Muscarinic Antagonists|Parasympatholytics
Trihexyphenidyl,Breast Feeding|Lactation|Antiparkinson Agents|Muscarinic Antagonists|Parasympatholytics
Cyclophosphamide,"Breast Feeding|Lactation|Milk, Human|Antineoplastic Agents|Alkylating Agents"
Tropicamide,Breast Feeding|Lactation|Mydriatics|Muscarinic Antagonists|Parasympatholytics
Bimatoprost,Breast Feeding|Lactation|Antiglaucoma Agents|Prostaglandins
Latanoprost,"Breast Feeding|Lactation|Milk, Human|Antiglaucoma Agents|Prostaglandins"
Travoprost,"Breast Feeding|Lactation|Milk, Human|Antiglaucoma Agents|Prostaglandins"
Unoprostone,"Breast Feeding|Lactation|Milk, Human|Antiglaucoma Agents|Prostaglandins"
Brimonidine,"Breast Feeding|Lactation|Milk, Human|Adrenergic alpha-2 Receptor Agonists|Antiglaucoma Agents"
Brinzolamide,Breast Feeding|Lactation|Antiglaucoma Agents|Carbonic Anhydrase Inhibitors
Methazolamide,Breast Feeding|Lactation|Antiglaucoma Agents|Carbonic Anhydrase Inhibitors|Diuretics
Naloxone,"Breast Feeding|Lactation|Milk, Human|Narcotic Antagonists"
Norepinephrine,Breast Feeding|Lactation|Adrenergic Agonists|Adrenergic Alpha-Agonists|Catecholamines|Sympathomimetics|Vasoconstrictor Agents
Cyclosporine,"Breast Feeding|Lactation|Milk, Human|Antirheumatic Agents|Calcineurin Inhibitors|Immunosuppressive Agents"
Asenapine,"Breast Feeding|Lactation|Milk, Human|Antipsychotic Agents"
Measles-Mumps-Rubella-Varicella Vaccine,Breast Feeding|Lactation|Vaccines
Varenicline,Breast Feeding|Lactation|Nicotinic Agonists
Alglucerase,Breast Feeding|Lactation|Enzymes|Enzyme Replacement Therapy
Imiglucerase,Breast Feeding|Lactation|Enzymes|Enzyme Replacement Therapy
Artemether and Lumefantrine,Breast Feeding|Lactation|Anti-Infective Agents|Antiparasitic Agents|Antimalarials|Antiprotozoal Agents
Atovaquone,Breast Feeding|Lactation|Anti-infective Agents|Antiparasitic Agents|Antimalarials|Antiprotozoal Agents
Cyproheptadine,Breast Feeding|Lactation|Antihistamines|Gastrointestinal Agents
Bepotastine,Breast Feeding|Lactation|Anti-Allergic Agents|Antihistamines
Calcitriol,"Breast Feeding|Lactation|Milk, Human|Bone Density Conservation Agents|Vitamins|Vitamin D"
Carbamide Peroxide,Breast Feeding|Lactation|Peroxides
Gadoxetate,"Breast Feeding|Lactation|Milk, Human|Contrast Media|Diagnostic Agents"
Halofantrine,Breast Feeding|Lactation|Anti-infective Agents|Antiparasitic Agents|Antimalarials|Antiprotozoal Agents
Iloperidone,"Breast Feeding|Lactation|Milk, Human|Antipsychotic Agents"
Linezolid,Breast Feeding|Lactation|Anti-Infective Agents|Anti-Bacterial Agents
Metyrapone,Breast Feeding|Lactation|Antimetabolites|Enzyme Inhibitors
Nifurtimox,Breast Feeding|Lactation|Antiprotozoal Agents|Nitrofurans|Trypanocidal Agents
Dalteparin,Breast Feeding|Lactation|Anticoagulants|Low Molecular Weight Heparin
Human Papillomavirus Vaccines,Breast Feeding|Lactation|Vaccines
Primaquine,Breast Feeding|Lactation|Anti-infective Agents|Antiparasitic Agents|Antimalarials|Antiprotozoal Agents
Sulfadoxine and Pyrimethamine,Breast Feeding|Lactation|Anti-Infective Agents|Antiparasitic Agents|Antimalarials|Antiprotozoal Agents|Sulfonamides
Velaglucerase Alfa,Breast Feeding|Lactation|Enzymes|Enzyme Replacement Therapy
Indium In 111 Pentetreotide,Breast Feeding|Lactation|Radiopharmaceuticals|Indium Radioisotopes|Diagnostic Agents
Iobenguane I 131,Breast Feeding|Lactation|Radiopharmaceuticals|Iodine Radioisotopes|Diagnostic Agents
"Albumin, Iodinated I 125 Serum","Breast Feeding|Lactation|Radiopharmaceuticals|Iodine Radioisotopes|Serum Albumin, Radio-Iodinated|Diagnostic Agents"
I 123-Labeled Human Serum Albumin,"Breast Feeding|Lactation|Radiopharmaceuticals|Iodine Radioisotopes|Serum Albumin, Radio-Iodinated|Diagnostic Agents"
Iodofiltic Acid I 123,Breast Feeding|Lactation|Radiopharmaceuticals|Iodine Radioisotopes|Diagnostic Agents
Demeclocycline,Breast Feeding|Lactation|Anti-Infective Agents|Antibacterial Agents|Tetracyclines
Fludeoxyglucose F18,"Breast Feeding|Lactation|Milk, Human|Radiopharmaceuticals|Diagnostic Agents"
Technegas,Breast Feeding|Lactation|Radiopharmaceuticals|Technetium Compounds|Diagnostic Agents
Technetium Tc 99m Albumin,Breast Feeding|Lactation|Radiopharmaceuticals|Technetium Compounds|Diagnostic Agents
Technetium Tc 99m Bicisate,Breast Feeding|Lactation|Radiopharmaceuticals|Technetium Compounds|Diagnostic Agents
Xenon Xe 133,Breast Feeding|Lactation|Radiopharmaceuticals|Xenon Radioisotopes|Diagnostic Agents
Testosterone,"Breast Feeding|Lactation|Milk, Human|Androgens|Hormones"
Mifepristone,"Breast Feeding|Lactation|Milk, Human|Contraceptives, Oral, Synthetic|Contraceptives, Postcoital, Synthetic|Hormone Antagonists|Luteolytic Agents|Menstruation-Inducing Agents|Abortifacient Agents, Steroidal"
Radiotherapy,"Breast Feeding|Lactation|Milk, Human|Radiation Therapy"
Octreotide,"Breast Feeding|Lactation|Milk, Human|Antineoplastic Agents, Hormonal|Gastrointestinal Agents|Somatostatin Analogs"
Desloratadine,Breast Feeding|Lactation|Antihistamines|Nonsedating Antihistamines
Flurazepam,"Breast Feeding|Lactation|Milk, Human|Benzodiazepines|Hypnotics and Sedatives"
Lurasidone,"Breast Feeding|Lactation|Milk, Human|Antipsychotic Agents"
Fingolimod,Breast Feeding|Lactation|Immunosuppressive Agents|Sphingosine 1 Phosphate Receptor Modulators
Ceftaroline,Breast Feeding|Lactation|Anti-Bacterial Agents|Anti-Infective Agents|Cephalosporins
Bevacizumab,"Breast Feeding|Lactation|Milk, Human|Angiogenesis Inhibitors|Antibodies, Monoclonal|Antineoplastic Agents"
Atomoxetine,"Breast Feeding|Lactation|Milk, Human|Adrenergic Uptake Inhibitors"
Pyrantel,Breast Feeding|Lactation|Antinematodal Agents|Antiparasitic Agents
Tranexamic Acid,"Breast Feeding|Lactation|Milk, Human|Antifibrinolytic Agents"
Methenamine Hippurate,"Breast Feeding|Lactation|Anti-Infective Agents, Urinary"
Desonide,"Breast Feeding|Lactation|Corticosteroids, Topical|Glucocorticoids|Anti-Inflammatory Agents"
Thyroid,Breast Feeding|Lactation|Thyroid Hormones
Dextroamphetamine,"Breast Feeding|Lactation|Milk, Human|Adrenergic Agents|Central Nervous System Stimulants|Dopamine Agents|Sympathomimetics|Wakefulness-Promoting Agents"
Lisdexamfetamine,"Breast Feeding|Lactation|Milk, Human|Adrenergic Agents|Central Nervous System Stimulants|Dopamine Agents|Sympathomimetics|Wakefulness-Promoting Agents"
Physostigmine,Breast Feeding|Lactation|Cholinesterase Inhibitors|Parasympathomimetics
Adefovir,Breast Feeding|Lactation|Antiviral Agents|Reverse Transcriptase Inhibitors
Entecavir,Breast Feeding|Lactation|Antiviral Agents
Telbivudine,"Breast Feeding|Lactation|Milk, Human|Antiviral Agents|Nucleic Acid Synthesis Inhibitors"
Desoximetasone,"Breast Feeding|Lactation|Corticosteroids, Topical|Glucocorticoids|Anti-Inflammatory Agents"
Darbepoetin,Breast Feeding|Lactation|Colony-Stimulating Factors|Hematinics|Hematopoietic Cell Growth Factors
