drug name,drug class
Phenprocoumon,drug class is Breast Feeding and Lactation and Anticoagulants.generate smile image.
Chlorpheniramine,drug class is Breast Feeding and Lactation and Antihistamines.generate smile image.
Saquinavir,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Anti-HIV Agents and Antiviral Agents and Anti-Retroviral Agents and HIV Protease Inhibitors.generate smile image.
Stavudine,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Anti-HIV Agents and Antiviral Agents and Anti-Retroviral Agents and Reverse Transcriptase Inhibitors.generate smile image.
Efavirenz,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Infective Agents and Anti-HIV Agents and Antiviral Agents and Anti-Retroviral Agents and Reverse Transcriptase Inhibitors.generate smile image.
Nevirapine,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Infective Agents and Anti-HIV Agents and Antiviral Agents and Anti-Retroviral Agents and Reverse Transcriptase Inhibitors.generate smile image.
Lamivudine,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Infective Agents and Anti-HIV Agents and Antiviral Agents and Anti-Retroviral Agents and Reverse Transcriptase Inhibitors.generate smile image.
Nelfinavir,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Infective Agents and Anti-HIV Agents and Antiviral Agents and Anti-Retroviral Agents and HIV Protease Inhibitors.generate smile image.
Indinavir,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Infective Agents and Anti-HIV Agents and Antiviral Agents and Anti-Retroviral Agents and HIV Protease Inhibitors.generate smile image.
Zidovudine,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Infective Agents and Anti-HIV Agents and Antiviral Agents and Anti-Retroviral Agents and Reverse Transcriptase Inhibitors.generate smile image.
Chlorpromazine,drug class is Breast Feeding and Lactation and Milk  Human and Antipsychotic Agents and Phenothiazines.generate smile image.
Ritonavir,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Infective Agents and Anti-HIV Agents and Antiviral Agents and Anti-Retroviral Agents and HIV Protease Inhibitors.generate smile image.
Darunavir,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Infective Agents and Anti-HIV Agents and Antiviral Agents and Anti-Retroviral Agents and HIV Protease Inhibitors.generate smile image.
Didanosine,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Infective Agents and Anti-HIV Agents and Antiviral Agents and Anti-Retroviral Agents and Reverse Transcriptase Inhibitors.generate smile image.
Delavirdine,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Infective Agents and Anti-HIV Agents and Antiviral Agents and Anti-Retroviral Agents and Reverse Transcriptase Inhibitors.generate smile image.
Atazanavir,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Infective Agents and Anti-HIV Agents and Antiviral Agents and Anti-Retroviral Agents and HIV Protease Inhibitors.generate smile image.
Etravirine,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Infective Agents and Antiviral Agents and Anti-HIV Agents and Anti-Retroviral Agents and Reverse Transcriptase Inhibitors.generate smile image.
Abacavir,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Infective Agents and Anti-HIV Agents and Antiviral Agents and Anti-Retroviral Agents and Reverse Transcriptase Inhibitors.generate smile image.
Emtricitabine,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Infective Agents and Anti-HIV Agents and Antiviral Agents and Anti-Retroviral Agents and Reverse Transcriptase Inhibitors.generate smile image.
Tenofovir,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Infective Agents and Anti-HIV Agents and Antiviral Agents and Anti-Retroviral Agents and Reverse Transcriptase Inhibitors.generate smile image.
Lopinavir,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Infective Agents and Anti-HIV Agents and Antiviral Agents and Anti-Retroviral Agents and HIV Protease Inhibitors.generate smile image.
Tipranavir,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Infective Agents and Anti-HIV Agents and Antiviral Agents and Anti-Retroviral Agents and HIV Protease Inhibitors.generate smile image.
Fosamprenavir,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Infective Agents and Anti-HIV Agents and Antiviral Agents and Anti-Retroviral Agents and HIV Protease Inhibitors.generate smile image.
Raltegravir,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Infective Agents and Anti-HIV Agents and Antiviral Agents and Anti-Retroviral Agents and HIV Integrase Inhibitors.generate smile image.
Maraviroc,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Infective Agents and Anti-HIV Agents and Antiviral Agents and Anti-Retroviral Agents and HIV Fusion Inhibitors.generate smile image.
Chromium Cr 51 Edetate,drug class is Breast Feeding and Lactation and Radiopharmaceuticals and Chromium Radioisotopes and Diagnostic Agents.generate smile image.
Gallium Citrate Ga 67,drug class is Breast Feeding and Lactation and Radiopharmaceuticals and Gallium Radioisotopes and Diagnostic Agents.generate smile image.
Sodium Iodide I 123,drug class is Breast Feeding and Lactation and Milk  Human and Radiopharmaceuticals and Iodine Radioisotopes and Diagnostic Agents.generate smile image.
Iodohippurate Sodium I 123,drug class is Breast Feeding and Lactation and Radiopharmaceuticals and Iodine Radioisotopes and Diagnostic Agents.generate smile image.
Iobenguane I 123,drug class is Breast Feeding and Lactation and Radiopharmaceuticals and Iodine Radioisotopes and Diagnostic Agents.generate smile image.
Iodohippurate Sodium I 125,drug class is Breast Feeding and Lactation and Radiopharmaceuticals and Iodine Radioisotopes and Diagnostic Agents.generate smile image.
Chlorthalidone,drug class is Breast Feeding and Lactation and Antihypertensive Agents and Thiazide Diuretics.generate smile image.
Sodium Iodide I 131,drug class is Breast Feeding and Lactation and Milk  Human and Radiopharmaceuticals and Iodine Radioisotopes.generate smile image.
Iodohippurate Sodium I 131,drug class is Breast Feeding and Lactation and Radiopharmaceuticals and Iodine Radioisotopes and Diagnostic Agents.generate smile image.
Technetium Tc 99m Tetrofosmin,drug class is Breast Feeding and Lactation and Radiopharmaceuticals and Technetium Compounds and Diagnostic Agents.generate smile image.
Technetium Tc 99m Disofenin,drug class is Breast Feeding and Lactation and Radiopharmaceuticals and Technetium Compounds and Diagnostic Agents.generate smile image.
Technetium Tc 99m Dimercaptosuccinic Acid,drug class is Breast Feeding and Lactation and Radiopharmaceuticals and Technetium Compounds and Diagnostic Agents.generate smile image.
Technetium Tc 99m Pentetate,drug class is Breast Feeding and Lactation and Radiopharmaceuticals and Technetium Compounds and Diagnostic Agents.generate smile image.
Technetium Tc 99m Ethylenedicysteine,drug class is Breast Feeding and Lactation and Radiopharmaceuticals and Technetium Compounds and Diagnostic Agents.generate smile image.
Technetium Tc 99m Exametazime,drug class is Breast Feeding and Lactation and Radiopharmaceuticals and Technetium Compounds and Diagnostic Agents.generate smile image.
Technetium Tc 99m Mertiatide,drug class is Breast Feeding and Lactation and Radiopharmaceuticals and Technetium Compounds and Diagnostic Agents.generate smile image.
Technetium Tc 99m Medronate,drug class is Breast Feeding and Lactation and Radiopharmaceuticals and Technetium Compounds and Diagnostic Agents.generate smile image.
Sodium Pertechnetate Tc 99m,drug class is Breast Feeding and Lactation and Radiopharmaceuticals and Technetium Compounds and Diagnostic Agents.generate smile image.
Technetium Tc 99m Pyrophosphate,drug class is Breast Feeding and Lactation and Radiopharmaceuticals and Technetium Compounds and Diagnostic Agents.generate smile image.
Technetium Tc 99m Sestamibi,drug class is Breast Feeding and Lactation and Radiopharmaceuticals and Technetium Compounds and Diagnostic Agents.generate smile image.
Technetium Tc 99m Sulfur Colloid,drug class is Breast Feeding and Lactation and Radiopharmaceuticals and Technetium Compounds and Diagnostic Agents.generate smile image.
Ciprofloxacin,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antibacterial Agents and Quinolones and Fluoroquinolones.generate smile image.
Ertapenem,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Infective Agents and Antibacterial Agents and Carbapenems.generate smile image.
Nicotine,drug class is Breast Feeding and Lactation and Ganglionic Stimulants and Nicotinic Agonists.generate smile image.
Cannabis,drug class is Breast Feeding and Lactation and Milk  Human and Cannabinoids and Street Drugs.generate smile image.
Cocaine,drug class is Breast Feeding and Lactation and Milk  Human and Anesthetics  Local and Dopamine Uptake Inhibitors and Street Drugs and Vasoconstrictor Agents.generate smile image.
Arformoterol,drug class is Breast Feeding and Lactation and Anti-Asthmatic Agents and Beta Adrenergic Agonists and Bronchodilator Agents.generate smile image.
Capreomycin,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antibacterial Agents and Antitubercular Agents.generate smile image.
Desvenlafaxine,drug class is Breast Feeding and Lactation and Milk  Human and Serotonin Uptake Inhibitors and Antidepressive Agents and Antidepressive Agents  Second-Generation.generate smile image.
Dexlansoprazole,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Ulcer Agents and Gastrointestinal Agents and Proton Pump Inhibitors.generate smile image.
Amcinonide,drug class is Breast Feeding and Lactation and Corticosteroids  Topical and Glucocorticoids and Anti-Inflammatory Agents.generate smile image.
Cisplatin,drug class is Breast Feeding and Lactation and Milk  Human and Antineoplastic Agents and Platinum Compounds.generate smile image.
Dronabinol,drug class is Breast Feeding and Lactation and Milk  Human and Antiemetics and Cannabinoids.generate smile image.
Ethionamide,drug class is Breast Feeding and Lactation and Anti-infective Agents and Antitubercular Agents.generate smile image.
Levocetirizine,drug class is Breast Feeding and Lactation and Milk  Human and Antihistamines.generate smile image.
Milnacipran,drug class is Breast Feeding and Lactation and Milk  Human and Adrenergic Uptake Inhibitors and Antidepressive Agents and Serotonin Uptake Inhibitors.generate smile image.
Rifabutin,drug class is Breast Feeding and Lactation and Milk  Human and Anti-infective Agents and Antitubercular Agents and Leprostatic Agents and Rifamycins.generate smile image.
Rifapentine,drug class is Breast Feeding and Lactation and Milk  Human and Anti-infective Agents and Antitubercular Agents and Leprostatic Agents and Rifamycins.generate smile image.
Succinylcholine,drug class is Breast Feeding and Lactation and Muscle Relaxants and Neuromuscular Depolarizing Agents.generate smile image.
Droperidol,drug class is Breast Feeding and Lactation and Antiemetics and Antipsychotic Agents and Butyrophenones and Dopamine Antagonists and Gastrointestinal Agents.generate smile image.
Daptomycin,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antibacterial Agents and Peptides  Cyclic and Lipopeptides.generate smile image.
Levobupivacaine,drug class is Breast Feeding and Lactation and Anesthetics  Local.generate smile image.
Clemastine,drug class is Breast Feeding and Lactation and Antihistamines.generate smile image.
Mepivacaine,drug class is Breast Feeding and Lactation and Anesthetics  Local.generate smile image.
Procaine,drug class is Breast Feeding and Lactation and Anesthetics  Local.generate smile image.
Prilocaine,drug class is Breast Feeding and Lactation and Anesthetics  Local.generate smile image.
Methamphetamine,drug class is Breast Feeding and Lactation and Milk  Human and Street Drugs and Sympathomimetics and Dopamine Agents and Central Nervous System Stimulants and Adrenergic Agents and Wakefulness-Promoting Agents.generate smile image.
Zanamivir,drug class is Breast Feeding and Lactation and Antiviral Agents and Neuraminidase Inhibitors.generate smile image.
Ibandronate,drug class is Breast Feeding and Lactation and Bisphosphonates and Bone Density Conservation Agents and Diphosphonates.generate smile image.
Clobetasol,drug class is Breast Feeding and Lactation and Corticosteroids  Topical and Glucocorticoids and Anti-Inflammatory Agents.generate smile image.
Alendronate,drug class is Breast Feeding and Lactation and Bisphosphonates and Bone Density Conservation Agents and Diphosphonates.generate smile image.
Calcipotriene,drug class is Breast Feeding and Lactation and Dermatologic Agents.generate smile image.
Losartan,drug class is Breast Feeding and Lactation and Antihypertensive Agents and Angiotensin II Type 1 Receptor Blockers.generate smile image.
Candesartan,drug class is Breast Feeding and Lactation and Antihypertensive Agents and Angiotensin II Type 1 Receptor Blockers and Angiotensin Receptor Blockers and ARBs.generate smile image.
Irbesartan,drug class is Breast Feeding and Lactation and Antihypertensive Agents and Angiotensin II Type 1 Receptor Blockers and Angiotensin Receptor Blockers and ARBs.generate smile image.
Olmesartan,drug class is Breast Feeding and Lactation and Antihypertensive Agents and Angiotensin II Type 1 Receptor Blockers and Angiotensin Receptor Blockers and ARBs.generate smile image.
Clonidine,drug class is Breast Feeding and Lactation and Milk  Human and Antihypertensive Agents and Adrenergic alpha-2 Receptor Agonists.generate smile image.
Valsartan,drug class is Breast Feeding and Lactation and Antihypertensive Agents and Angiotensin II Type 1 Receptor Blockers and Angiotensin Receptor Blockers and ARBs.generate smile image.
Telmisartan,drug class is Breast Feeding and Lactation and Milk  Human and Antihypertensive Agents and Angiotensin II Type 1 Receptor Blockers and Angiotensin Receptor Blockers and ARBs.generate smile image.
Eprosartan,drug class is Breast Feeding and Lactation and Antihypertensive Agents and Angiotensin II Type 1 Receptor Blockers and Angiotensin Receptor Blockers and ARBs.generate smile image.
Pyrethrins,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antiparasitic Agents and Insecticides.generate smile image.
Ezetimibe,drug class is Breast Feeding and Lactation and Anticholesteremic Agents and Antilipemic Agents.generate smile image.
Fenofibrate,drug class is Breast Feeding and Lactation and Anticholesteremic Agents and Antilipemic Agents and Fibric Acids.generate smile image.
Dinoprostone,drug class is Breast Feeding and Lactation and Oxytocics and Prostaglandins.generate smile image.
Mycophenolate,drug class is Breast Feeding and Lactation and Milk  Human and Immunosuppressive Agents.generate smile image.
Cloxacillin,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antibacterial Agents and Penicillins.generate smile image.
Sirolimus,drug class is Breast Feeding and Lactation and Immunosuppressive Agents.generate smile image.
Dopamine,drug class is Breast Feeding and Lactation and Cardiotonic Agents and Catecholamines and Dopamine Agents and Sympathomimetics.generate smile image.
Epinephrine,drug class is Breast Feeding and Lactation and Adrenergic Agonists and Adrenergic alpha-Agonists and Adrenergic beta-Agonists and Antiglaucoma Agents and Bronchodilator Agents and Catecholamines and Mydriatics and Sympathomimetics and Vasoconstrictor Agents.generate smile image.
Fenoldopam,drug class is Breast Feeding and Lactation and Antihypertensive Agents and Dopamine Agents and Dopamine Agonists and Vasodilator Agents.generate smile image.
Prazosin,drug class is Breast Feeding and Lactation and Adrenergic alpha-Antagonists and Antihypertensive Agents.generate smile image.
Doxazosin,drug class is Breast Feeding and Lactation and Adrenergic alpha-Antagonists and Antihypertensive Agents.generate smile image.
Terazosin,drug class is Breast Feeding and Lactation and Adrenergic alpha-Antagonists and Antihypertensive Agents.generate smile image.
Dobutamine,drug class is Breast Feeding and Lactation and Adrenergic beta-Agonists and Cardiotonic Agents and Catecholamines and Sympathomimetics.generate smile image.
Sitagliptin,drug class is Breast Feeding and Lactation and Hypoglycemic Agents and Incretins and Dipeptidyl-Peptidase IV Inhibitors and DPP-4 Inhibitors.generate smile image.
Clozapine,drug class is Breast Feeding and Lactation and Milk  Human and Antipsychotic Agents.generate smile image.
Pitavastatin,drug class is Breast Feeding and Lactation and Milk  Human and Anticholesteremic Agents and Antilipemic Agents and Hydroxymethylglutaryl-CoA Reductase Inhibitors.generate smile image.
Echothiophate,drug class is Breast Feeding and Lactation and Cholinesterase Inhibitors and Miotics and Parasympathomimetics.generate smile image.
Carbachol,drug class is Breast Feeding and Lactation and Miotics and Muscarinic Agonists and Parasympathomimetics.generate smile image.
Bethanechol,drug class is Breast Feeding and Lactation and Muscarinic Agonists and Parasympathomimetics.generate smile image.
Acetylcholine,drug class is Breast Feeding and Lactation and Miotics and Muscarinic Agonists and Parasympathomimetics.generate smile image.
Apraclonidine,drug class is Breast Feeding and Lactation and Adrenergic alpha-2 Receptor Agonists and Antiglaucoma Agents.generate smile image.
Homatropine,drug class is Breast Feeding and Lactation and Mydriatics and Muscarinic Antagonists and Parasympatholytics.generate smile image.
Cyclopentolate,drug class is Breast Feeding and Lactation and Mydriatics and Muscarinic Antagonists and Parasympatholytics.generate smile image.
Mepenzolate,drug class is Breast Feeding and Lactation and Anti-Ulcer Agents and Muscarinic Antagonists and Parasympatholytics.generate smile image.
Propantheline,drug class is Breast Feeding and Lactation and Anti-Ulcer Agents and Muscarinic Antagonists and Parasympatholytics and Gastrointestinal Agents.generate smile image.
Methscopolamine Bromide,drug class is Breast Feeding and Lactation and Muscarinic Antagonists and Parasympatholytics.generate smile image.
Oxybutinyn,drug class is Breast Feeding and Lactation and Muscarinic Antagonists and Parasympatholytics.generate smile image.
Solifenacin,drug class is Breast Feeding and Lactation and Muscarinic Antagonists and Parasympatholytics.generate smile image.
Tolterodine,drug class is Breast Feeding and Lactation and Muscarinic Antagonists and Parasympatholytics.generate smile image.
Trihexyphenidyl,drug class is Breast Feeding and Lactation and Antiparkinson Agents and Muscarinic Antagonists and Parasympatholytics.generate smile image.
Cyclophosphamide,drug class is Breast Feeding and Lactation and Milk  Human and Antineoplastic Agents and Alkylating Agents.generate smile image.
Tropicamide,drug class is Breast Feeding and Lactation and Mydriatics and Muscarinic Antagonists and Parasympatholytics.generate smile image.
Bimatoprost,drug class is Breast Feeding and Lactation and Antiglaucoma Agents and Prostaglandins.generate smile image.
Latanoprost,drug class is Breast Feeding and Lactation and Milk  Human and Antiglaucoma Agents and Prostaglandins.generate smile image.
Travoprost,drug class is Breast Feeding and Lactation and Milk  Human and Antiglaucoma Agents and Prostaglandins.generate smile image.
Unoprostone,drug class is Breast Feeding and Lactation and Milk  Human and Antiglaucoma Agents and Prostaglandins.generate smile image.
Brimonidine,drug class is Breast Feeding and Lactation and Milk  Human and Adrenergic alpha-2 Receptor Agonists and Antiglaucoma Agents.generate smile image.
Brinzolamide,drug class is Breast Feeding and Lactation and Antiglaucoma Agents and Carbonic Anhydrase Inhibitors.generate smile image.
Methazolamide,drug class is Breast Feeding and Lactation and Antiglaucoma Agents and Carbonic Anhydrase Inhibitors and Diuretics.generate smile image.
Naloxone,drug class is Breast Feeding and Lactation and Milk  Human and Narcotic Antagonists.generate smile image.
Norepinephrine,drug class is Breast Feeding and Lactation and Adrenergic Agonists and Adrenergic Alpha-Agonists and Catecholamines and Sympathomimetics and Vasoconstrictor Agents.generate smile image.
Cyclosporine,drug class is Breast Feeding and Lactation and Milk  Human and Antirheumatic Agents and Calcineurin Inhibitors and Immunosuppressive Agents.generate smile image.
Asenapine,drug class is Breast Feeding and Lactation and Milk  Human and Antipsychotic Agents.generate smile image.
Varenicline,drug class is Breast Feeding and Lactation and Nicotinic Agonists.generate smile image.
Artemether and Lumefantrine,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antiparasitic Agents and Antimalarials and Antiprotozoal Agents.generate smile image.
Atovaquone,drug class is Breast Feeding and Lactation and Anti-infective Agents and Antiparasitic Agents and Antimalarials and Antiprotozoal Agents.generate smile image.
Cyproheptadine,drug class is Breast Feeding and Lactation and Antihistamines and Gastrointestinal Agents.generate smile image.
Bepotastine,drug class is Breast Feeding and Lactation and Anti-Allergic Agents and Antihistamines.generate smile image.
Calcitriol,drug class is Breast Feeding and Lactation and Milk  Human and Bone Density Conservation Agents and Vitamins and Vitamin D.generate smile image.
Carbamide Peroxide,drug class is Breast Feeding and Lactation and Peroxides.generate smile image.
Gadoxetate,drug class is Breast Feeding and Lactation and Milk  Human and Contrast Media and Diagnostic Agents.generate smile image.
Halofantrine,drug class is Breast Feeding and Lactation and Anti-infective Agents and Antiparasitic Agents and Antimalarials and Antiprotozoal Agents.generate smile image.
Iloperidone,drug class is Breast Feeding and Lactation and Milk  Human and Antipsychotic Agents.generate smile image.
Linezolid,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Anti-Bacterial Agents.generate smile image.
Metyrapone,drug class is Breast Feeding and Lactation and Antimetabolites and Enzyme Inhibitors.generate smile image.
Nifurtimox,drug class is Breast Feeding and Lactation and Antiprotozoal Agents and Nitrofurans and Trypanocidal Agents.generate smile image.
Dalteparin,drug class is Breast Feeding and Lactation and Anticoagulants and Low Molecular Weight Heparin.generate smile image.
Primaquine,drug class is Breast Feeding and Lactation and Anti-infective Agents and Antiparasitic Agents and Antimalarials and Antiprotozoal Agents.generate smile image.
Sulfadoxine and Pyrimethamine,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antiparasitic Agents and Antimalarials and Antiprotozoal Agents and Sulfonamides.generate smile image.
Indium In 111 Pentetreotide,drug class is Breast Feeding and Lactation and Radiopharmaceuticals and Indium Radioisotopes and Diagnostic Agents.generate smile image.
Iobenguane I 131,drug class is Breast Feeding and Lactation and Radiopharmaceuticals and Iodine Radioisotopes and Diagnostic Agents.generate smile image.
Iodofiltic Acid I 123,drug class is Breast Feeding and Lactation and Radiopharmaceuticals and Iodine Radioisotopes and Diagnostic Agents.generate smile image.
Demeclocycline,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antibacterial Agents and Tetracyclines.generate smile image.
Fludeoxyglucose F18,drug class is Breast Feeding and Lactation and Milk  Human and Radiopharmaceuticals and Diagnostic Agents.generate smile image.
Technegas,drug class is Breast Feeding and Lactation and Radiopharmaceuticals and Technetium Compounds and Diagnostic Agents.generate smile image.
Technetium Tc 99m Bicisate,drug class is Breast Feeding and Lactation and Radiopharmaceuticals and Technetium Compounds and Diagnostic Agents.generate smile image.
Xenon Xe 133,drug class is Breast Feeding and Lactation and Radiopharmaceuticals and Xenon Radioisotopes and Diagnostic Agents.generate smile image.
Testosterone,drug class is Breast Feeding and Lactation and Milk  Human and Androgens and Hormones.generate smile image.
Mifepristone,drug class is Breast Feeding and Lactation and Milk  Human and Contraceptives  Oral  Synthetic and Contraceptives  Postcoital  Synthetic and Hormone Antagonists and Luteolytic Agents and Menstruation-Inducing Agents and Abortifacient Agents  Steroidal.generate smile image.
Octreotide,drug class is Breast Feeding and Lactation and Milk  Human and Antineoplastic Agents  Hormonal and Gastrointestinal Agents and Somatostatin Analogs.generate smile image.
Desloratadine,drug class is Breast Feeding and Lactation and Antihistamines and Nonsedating Antihistamines.generate smile image.
Flurazepam,drug class is Breast Feeding and Lactation and Milk  Human and Benzodiazepines and Hypnotics and Sedatives.generate smile image.
Lurasidone,drug class is Breast Feeding and Lactation and Milk  Human and Antipsychotic Agents.generate smile image.
Fingolimod,drug class is Breast Feeding and Lactation and Immunosuppressive Agents and Sphingosine 1 Phosphate Receptor Modulators.generate smile image.
Ceftaroline,drug class is Breast Feeding and Lactation and Anti-Bacterial Agents and Anti-Infective Agents and Cephalosporins.generate smile image.
Atomoxetine,drug class is Breast Feeding and Lactation and Milk  Human and Adrenergic Uptake Inhibitors.generate smile image.
Pyrantel,drug class is Breast Feeding and Lactation and Antinematodal Agents and Antiparasitic Agents.generate smile image.
Tranexamic Acid,drug class is Breast Feeding and Lactation and Milk  Human and Antifibrinolytic Agents.generate smile image.
Methenamine Hippurate,drug class is Breast Feeding and Lactation and Anti-Infective Agents  Urinary.generate smile image.
Desonide,drug class is Breast Feeding and Lactation and Corticosteroids  Topical and Glucocorticoids and Anti-Inflammatory Agents.generate smile image.
Thyroid,drug class is Breast Feeding and Lactation and Thyroid Hormones.generate smile image.
Dextroamphetamine,drug class is Breast Feeding and Lactation and Milk  Human and Adrenergic Agents and Central Nervous System Stimulants and Dopamine Agents and Sympathomimetics and Wakefulness-Promoting Agents.generate smile image.
Lisdexamfetamine,drug class is Breast Feeding and Lactation and Milk  Human and Adrenergic Agents and Central Nervous System Stimulants and Dopamine Agents and Sympathomimetics and Wakefulness-Promoting Agents.generate smile image.
Physostigmine,drug class is Breast Feeding and Lactation and Cholinesterase Inhibitors and Parasympathomimetics.generate smile image.
Adefovir,drug class is Breast Feeding and Lactation and Antiviral Agents and Reverse Transcriptase Inhibitors.generate smile image.
Entecavir,drug class is Breast Feeding and Lactation and Antiviral Agents.generate smile image.
Telbivudine,drug class is Breast Feeding and Lactation and Milk  Human and Antiviral Agents and Nucleic Acid Synthesis Inhibitors.generate smile image.
Desoximetasone,drug class is Breast Feeding and Lactation and Corticosteroids  Topical and Glucocorticoids and Anti-Inflammatory Agents.generate smile image.
Cyclizine,drug class is Breast Feeding and Lactation and Antiemetics and Antihistamines and Anti-Allergic Agents and Gastrointestinal Agents.generate smile image.
Estazolam,drug class is Breast Feeding and Lactation and Milk  Human and Benzodiazepines and Hypnotics and Sedatives.generate smile image.
Spinosad,drug class is Breast Feeding and Lactation and Milk  Human and Insecticides.generate smile image.
Benzocaine,drug class is Breast Feeding and Lactation and Anesthetics  Local.generate smile image.
Dibucaine,drug class is Breast Feeding and Lactation and Anesthetics  Local.generate smile image.
Selegiline,drug class is Breast Feeding and Lactation and Antiparkinson Agents and Monoamine Oxidase Inhibitors and Neuroprotective Agents.generate smile image.
Dienogest,drug class is Breast Feeding and Lactation and Contraceptive Agents  Female and Contraceptives  Oral  Synthetic.generate smile image.
Amisulpride,drug class is Breast Feeding and Lactation and Antipsychotic Agents and Dopamine Antagonists.generate smile image.
Carbimazole,drug class is Breast Feeding and Lactation and Milk  Human and Antithyroid Agents and Thionamides.generate smile image.
Dothiepin,drug class is Breast Feeding and Lactation and Milk  Human and Human and Antidepressive Agents and Antidepressive Agents  Tricyclic and Adrenergic Uptake Inhibitors.generate smile image.
Estradiol Cypionate,drug class is Breast Feeding and Lactation and Estrogens and Hormones.generate smile image.
Estradiol Valerate,drug class is Breast Feeding and Lactation and Estrogens and Hormones.generate smile image.
Flupenthixol,drug class is Breast Feeding and Lactation and Milk  Human and Antipsychotic Agents and Dopamine Antagonists.generate smile image.
Mianserin,drug class is Breast Feeding and Lactation and Milk  Human and Antidepressive Agents and Antidepressive Agents  Second-Generation and Serotonin Antagonists.generate smile image.
Moclobemide,drug class is Breast Feeding and Lactation and Antidepressive Agents and Monoamine Oxidase Inhibitors.generate smile image.
Reboxetine,drug class is Breast Feeding and Lactation and Milk  Human and Adrenergic Uptake Inhibitors and Antidepressive Agents.generate smile image.
Dexamethasone,drug class is Breast Feeding and Lactation and Corticosteroids  Systemic and Glucocorticoids and Anti-Inflammatory Agents.generate smile image.
Zuclopenthixol,drug class is Breast Feeding and Lactation and Milk  Human and Antipsychotic Agents and Dopamine Antagonists.generate smile image.
Azilsartan,drug class is Breast Feeding and Lactation and Antihypertensive Agents and Angiotensin II Type 1 Receptor Blockers and Angiotensin Receptor Blockers and ARBs.generate smile image.
Lecithin,drug class is Breast Feeding and Lactation and Milk  Human and Complementary Therapies and Food and Phospholipids.generate smile image.
Comfrey,drug class is Breast Feeding and Lactation and Anti-Inflammatory Agents and Complementary Therapies and Phytotherapy and Plants  Medicinal.generate smile image.
Anise,drug class is Breast Feeding and Lactation and Milk  Human and Complementary Therapies and Galactogogues and Phytotherapy and Plants  Medicinal.generate smile image.
Dexbrompheniramine,drug class is Breast Feeding and Lactation and Antihistamines.generate smile image.
Fidaxomicin,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Macrocyclic Antibiotics.generate smile image.
Caspofungin,drug class is Breast Feeding and Lactation and Milk  Human and Antifungal Agents and Echinocandins.generate smile image.
Coenzyme Q10,drug class is Breast Feeding and Lactation and Complementary Therapies and Coenzymes.generate smile image.
Dexchlorpheniramine,drug class is Breast Feeding and Lactation and Antihistamines.generate smile image.
Caraway,drug class is Breast Feeding and Lactation and Complementary Therapies and Food and Galactogogues and Phytotherapy and Plants  Medicinal.generate smile image.
Coriander,drug class is Breast Feeding and Lactation and Complementary Therapies and Food and Galactogogues and Phytotherapy and Plants  Medicinal.generate smile image.
Fennel,drug class is Breast Feeding and Lactation and Milk  Human and Complementary Therapies and Galactogogues and Phytotherapy and Plants  Medicinal.generate smile image.
Vilazodone,drug class is Breast Feeding and Lactation and Milk  Human and Antidepressive Agents and Serotonin Uptake Inhibitors.generate smile image.
Gemifloxacin,drug class is Breast Feeding and Lactation and Fluoroquinolones and Quinolones.generate smile image.
Orlistat,drug class is Breast Feeding and Lactation and Enzyme Inhibitors and Anti-Obesity Agents.generate smile image.
Rotigotine,drug class is Breast Feeding and Lactation and Dopamine Agonists.generate smile image.
Diclofenac,drug class is Breast Feeding and Lactation and Milk  Human and Analgesic Agents and Nonsteroidal Antiinflammatory Agents.generate smile image.
